currency,date,rate,pct_change,rolling_vol_7d
BOB,2026-01-09,6.926522,-0.15688861225651163,0.18829674691903622
BOB,2026-01-12,6.941177,0.21157804739520003,0.19342611410722188
BOB,2026-01-13,6.910975,-0.4351135261354111,0.2728072680221751
BOB,2026-01-14,6.909815,-0.01678489648709869,0.22210225731446678
BOB,2026-01-15,6.915218,0.07819312094463626,0.21890670172350787
BOB,2026-01-16,6.909282,-0.08583966550295141,0.2148142399552361
BOB,2026-01-19,6.932689,0.3387761564805025,0.2538414640732731
BOB,2026-01-20,6.906685,-0.37509255066828784,0.28629000900388313
BOB,2026-01-21,6.905966,-0.01041020402696713,0.26521826271521676
BOB,2026-01-22,6.9233,0.25100036692911054,0.23370820171117884
BOB,2026-01-23,6.909418,-0.20051131685757673,0.2490844929167743
BOB,2026-01-26,6.925465,0.23224821540686058,0.2635855691850753
BOB,2026-01-27,6.901445,-0.34683591643305256,0.2975617112092433
BOB,2026-01-28,6.906746,0.0768100013837758,0.25957965437805725
BRL,2025-12-01,5.344487,,
BRL,2025-12-02,5.3393,-0.09705328125974022,
BRL,2025-12-03,5.302701,-0.6854643867173604,0.41606948279455597
BRL,2025-12-07,5.4394,2.5779126524388296,1.7393150028658573
BRL,2025-12-08,5.4257,-0.2518660146339724,1.4824226205346558
BRL,2025-12-15,5.39,-0.6579796155334883,1.3660571492869809
BRL,2025-12-16,5.4361,0.8552875695732931,1.252814381010502
BRL,2025-12-17,5.4944,1.0724600356873504,1.1812643368422409
BRL,2025-12-18,5.5125,0.329426324985449,1.1620834362970325
BRL,2025-12-22,5.590156,1.4087256235827628,1.0841484512585773
BRL,2025-12-23,5.53,-1.0761059262031303,0.9332666223159
BRL,2026-01-02,5.432396,-1.7649909584086854,1.2025580691879132
BRL,2026-01-05,5.4397,0.13445264299585258,1.1643695387754744
BRL,2026-01-06,5.3879945,-0.9505211684468051,1.1786705935990913
BRL,2026-01-07,5.3835,-0.08341693741520384,1.0584528653879723
BRL,2026-01-08,5.3812,-0.04272313550663931,1.031385644461073
BRL,2026-01-09,5.3625,-0.3475061324611617,0.6936199026451146
BRL,2026-01-12,5.375801,0.24803729603730673,0.7190835237946561
BRL,2026-01-13,5.376,0.003701773930986363,0.39973637539045537
BRL,2026-01-14,5.3734,-0.048363095238102005,0.38384140124081584
BRL,2026-01-15,5.3938,0.37964789518738495,0.2365878317762788
BRL,2026-01-16,5.3762,-0.3263005673180275,0.26910942385304304
BRL,2026-01-19,5.3691,-0.1320635393028402,0.2725150484072285
BRL,2026-01-20,5.3828,0.2551638077145091,0.2504727873913739
BRL,2026-01-21,5.3294,-0.9920487478635609,0.44980471613510364
BRL,2026-01-22,5.3135,-0.2983450294592127,0.4501238166817869
BRL,2026-01-23,5.2869,-0.5006116495718471,0.46269804055304325
BRL,2026-01-26,5.2838,-0.05863549528078993,0.3903459122568862
BRL,2026-01-27,5.2568,-0.5109958741814635,0.399095332283798
